Airline,Source,Destination,Route,Arrival_Time,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Dep_Time_minutes,Duration_minutes
Vistara,Chennai,Kolkata,MAA ? CCU,09:20,No info,3687,12,6,2,0,0,425.0,135
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,12192,3,6,0,0,0,230.0,910
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,12898,27,5,0,0,0,780.0,360
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 10 Jun,No info,14924,9,6,6,0,0,1185.0,1395
SpiceJet,Kolkata,Banglore,CCU ? KNU ? BLR,18:50,No info,8479,24,5,4,0,0,695.0,435
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 May,In-flight meal not included,6943,27,5,0,0,0,840.0,690
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,7354,27,6,3,0,0,400.0,755
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,12192,6,6,3,0,0,540.0,600
IndiGo,Banglore,Delhi,BLR ? DEL,00:15 04 May,No info,3943,3,5,4,0,0,1275.0,180
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:00 07 May,No info,15129,6,5,0,0,0,1150.0,1430
Vistara,Banglore,Delhi,BLR ? DEL,09:40,No info,5403,9,4,1,0,0,420.0,160
Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,04:25 28 Jun,No info,13882,27,6,3,0,0,565.0,1140
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,No info,5678,21,3,3,0,0,1175.0,90
Vistara,Banglore,Delhi,BLR ? DEL,14:20,No info,5403,27,4,5,0,0,690.0,170
Vistara,Banglore,Delhi,BLR ? DEL,23:50,No info,4878,27,6,3,0,0,1260.0,170
IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,21:20,No info,6494,27,3,2,0,0,400.0,880
IndiGo,Banglore,New Delhi,BLR ? DEL,04:15,No info,4777,24,3,6,0,0,90.0,165
Air India,Mumbai,Hyderabad,BOM ? HYD,15:25,No info,3625,6,6,3,0,0,835.0,90
Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,18:30 02 Apr,No info,9258,1,4,0,0,0,720.0,1830
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,6,6,3,0,0,780.0,360
Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? HYD ? VGA ? DEL,11:20 02 Mar,Change airports,17686,1,3,4,0,0,350.0,1770
IndiGo,Kolkata,Banglore,CCU ? BLR,17:45,No info,4174,3,4,2,0,0,915.0,150
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 22 May,No info,7485,21,5,1,0,0,620.0,910
Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,11:10 19 May,No info,11222,18,5,5,0,0,500.0,1610
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,21:05 02 May,No info,12121,1,5,2,0,0,1020.0,1685
Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,18:30,No info,10697,21,5,1,0,0,500.0,610
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,12373,9,5,3,0,0,690.0,450
SpiceJet,Kolkata,Banglore,CCU ? PNQ ? BLR,17:15,No info,6381,21,5,1,0,0,515.0,520
Jet Airways,Delhi,Cochin,DEL ? UDR ? BOM ? COK,04:25 08 Mar,No info,17072,6,3,2,0,0,1075.0,2070
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 10 Jun,In-flight meal not included,10368,9,6,6,0,0,580.0,1615
IndiGo,Banglore,Delhi,BLR ? DEL,21:20,No info,4823,24,5,4,0,0,1105.0,175
Air India,Delhi,Cochin,DEL ? BLR ? COK,23:00,No info,27282,3,3,6,0,0,585.0,795
IndiGo,Mumbai,Hyderabad,BOM ? HYD,21:40,No info,2227,12,6,2,0,0,1205.0,95
IndiGo,Banglore,New Delhi,BLR ? DEL,03:25,No info,4545,9,3,5,0,0,40.0,165
IndiGo,Kolkata,Banglore,CCU ? BLR,19:55,No info,4148,21,3,3,0,0,1035.0,160
IndiGo,Kolkata,Banglore,CCU ? BLR,17:45,No info,4148,12,3,1,0,0,910.0,155
Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,11:20 19 Mar,No info,7642,21,3,3,0,0,495.0,1625
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 04 Jun,In-flight meal not included,10262,3,6,0,0,0,960.0,1235
Jet Airways,Banglore,Delhi,BLR ? DEL,11:20,In-flight meal not included,4030,24,5,4,0,0,500.0,180
IndiGo,Delhi,Cochin,DEL ? COK,17:40,No info,5000,27,6,3,0,0,865.0,195
SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,13:15,No info,5264,9,6,6,0,0,525.0,270
Jet Airways,Banglore,Delhi,BLR ? DEL,22:00,In-flight meal not included,7229,1,6,5,0,0,1135.0,185
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10577,3,6,0,0,0,480.0,660
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,08:55 25 May,No info,12723,24,5,4,0,0,350.0,1625
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 02 Jun,No info,14714,1,6,5,0,0,1310.0,395
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 Mar,In-flight meal not included,7438,21,3,3,0,0,135.0,1570
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,20:25 16 May,No info,10203,15,5,2,0,0,1230.0,1435
Air Asia,Kolkata,Banglore,CCU ? BLR,01:20 28 Mar,No info,3782,27,3,2,0,0,1370.0,150
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,No info,13014,12,6,2,0,0,330.0,810
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 16 May,No info,8073,15,5,2,0,0,1140.0,390
IndiGo,Kolkata,Banglore,CCU ? BLR,18:05,No info,4804,9,5,3,0,0,930.0,155
IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,12:40,No info,4864,9,5,3,0,0,430.0,330
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,15135,6,3,2,0,0,400.0,730
Air India,Kolkata,Banglore,CCU ? BOM ? BLR,11:10 07 Jun,No info,8366,6,6,3,0,0,1010.0,1100
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,04:25 10 Jun,No info,13292,9,6,6,0,0,330.0,1375
Air India,Banglore,Delhi,BLR ? DEL,19:45,No info,7171,15,6,5,0,0,1020.0,165
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,21:05,No info,12121,6,5,0,0,0,575.0,690
Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,19:15,No info,11753,12,6,2,0,0,655.0,500
IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,10:00,No Info,8064,1,3,4,0,0,315.0,285
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 07 Jun,In-flight meal not included,10262,6,6,3,0,0,900.0,1680
IndiGo,Chennai,Kolkata,MAA ? CCU,00:25 04 May,No info,5277,3,5,4,0,0,1325.0,140
Jet Airways,Banglore,Delhi,BLR ? DEL,20:45,No info,8016,9,6,6,0,0,1065.0,180
Air India,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,14:50,No info,11342,12,3,1,0,0,330.0,560
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 13 Jun,In-flight meal not included,7594,12,6,2,0,0,390.0,1330
Air Asia,Banglore,Delhi,BLR ? DEL,13:55,No info,4483,3,6,0,0,0,670.0,165
Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,04:25 19 May,No info,16263,18,5,5,0,0,1200.0,505
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 13 May,No info,13243,12,5,6,0,0,600.0,920
Jet Airways,Banglore,Delhi,BLR ? DEL,08:45,In-flight meal not included,6478,12,6,2,0,0,360.0,165
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 07 Mar,No info,15764,6,3,2,0,0,1385.0,320
Air India,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,04:40 04 Apr,No info,4647,3,4,2,0,0,550.0,1170
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,No info,8016,3,6,0,0,0,1190.0,180
Air India,Kolkata,Banglore,CCU ? BLR,23:20,No info,4145,12,6,2,0,0,1245.0,155
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,8055,27,3,2,0,0,450.0,810
Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,19:15 19 May,No info,12409,18,5,5,0,0,1035.0,1560
IndiGo,Kolkata,Banglore,CCU ? BLR,12:20,No info,6038,24,3,6,0,0,575.0,165
Air Asia,Kolkata,Banglore,CCU ? BLR,01:20 22 May,No info,4107,21,5,1,0,0,1370.0,150
Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,07:40 22 May,No info,11911,21,5,1,0,0,355.0,1545
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,23:00 02 Mar,No info,25735,1,3,4,0,0,1370.0,1450
Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,01:20 07 Jun,No info,11458,6,6,3,0,0,565.0,955
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,22:25,No info,6152,24,4,2,0,0,1005.0,340
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,23:35 10 Jun,In-flight meal not included,10844,9,6,6,0,0,1270.0,1585
Vistara,Chennai,Kolkata,MAA ? CCU,20:05,No info,11982,24,5,4,0,0,1065.0,140
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20,No info,13941,9,5,3,0,0,390.0,590
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,6938,27,3,2,0,0,860.0,480
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:00 28 Jun,No info,15339,27,6,3,0,0,805.0,1775
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,18:50 04 Mar,No info,20064,3,3,6,0,0,325.0,2245
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:30,In-flight meal not included,6093,15,6,5,0,0,895.0,455
Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,01:35 22 Mar,No info,10885,21,3,3,0,0,1140.0,395
Air India,Delhi,Cochin,DEL ? BLR ? COK,23:00,No info,8907,1,6,5,0,0,810.0,570
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,In-flight meal not included,9663,6,5,0,0,0,390.0,855
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,7160,27,4,5,0,0,305.0,425
Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,11269,21,3,3,0,0,450.0,480
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,No info,5678,1,4,0,0,0,1175.0,90
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:20,No info,5678,27,5,0,0,0,175.0,85
Air India,Delhi,Cochin,DEL ? BLR ? COK,23:00,No info,8907,6,6,3,0,0,585.0,795
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:20,In-flight meal not included,3210,27,6,3,0,0,175.0,85
Air India,Banglore,Delhi,BLR ? DEL,08:55,No info,6961,15,5,2,0,0,370.0,165
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:15 07 Mar,No info,14815,6,3,2,0,0,845.0,1090
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,22:05 07 May,No info,11467,6,5,0,0,0,1225.0,1540
Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,12:35 16 Jun,In-flight meal not included,10919,15,6,5,0,0,875.0,1320
GoAir,Delhi,Cochin,DEL ? BOM ? COK,19:35,No info,9069,3,6,0,0,0,865.0,310
SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,20:20,No info,4649,1,5,2,0,0,905.0,315
IndiGo,Banglore,Delhi,BLR ? DEL,21:20,No info,4823,3,6,0,0,0,1105.0,175
Air India,Kolkata,Banglore,CCU ? MAA ? BLR,14:35 22 May,No info,6528,21,5,1,0,0,875.0,1440
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,12:25,No info,22270,6,3,2,0,0,345.0,400
Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,04:25 10 Mar,In-flight meal not included,15654,9,3,5,0,0,645.0,1060
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,22:55 02 Apr,No info,7770,1,4,0,0,0,1220.0,1595
IndiGo,Kolkata,Banglore,CCU ? BLR,07:15,No info,4804,3,5,4,0,0,280.0,155
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 16 Jun,In-flight meal not included,10368,15,6,5,0,0,1170.0,1025
IndiGo,Delhi,Cochin,DEL ? COK,00:20 04 Mar,No info,7673,3,3,6,0,0,1265.0,195
IndiGo,Delhi,Cochin,DEL ? COK,08:50,No info,6015,21,4,6,0,0,335.0,195
IndiGo,Kolkata,Banglore,CCU ? BLR,14:05,No info,4804,24,4,2,0,0,690.0,155
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 16 May,No info,13941,15,5,2,0,0,1200.0,735
Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,23:30,No info,5162,9,5,3,0,0,1195.0,215
Air India,Banglore,New Delhi,BLR ? CCU ? DEL,22:45,No info,10657,9,3,5,0,0,665.0,700
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,23:35,No info,14781,9,5,3,0,0,990.0,425
IndiGo,Mumbai,Hyderabad,BOM ? HYD,20:35,No info,2754,3,4,2,0,0,1145.0,90
Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,22:55,No info,11474,12,3,1,0,0,410.0,965
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 19 May,In-flight meal not included,7757,18,5,5,0,0,1135.0,800
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:20,In-flight meal not included,2228,3,4,2,0,0,175.0,85
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:15 16 Mar,In-flight meal not included,10405,15,3,4,0,0,480.0,1455
GoAir,Banglore,Delhi,BLR ? DEL,10:40,No info,3419,27,6,3,0,0,465.0,175
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 10 Jun,In-flight meal not included,10262,9,6,6,0,0,1050.0,1145
Air India,Mumbai,Hyderabad,BOM ? HYD,15:25,No info,3100,9,6,6,0,0,835.0,90
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 10 Mar,In-flight meal not included,11848,9,3,5,0,0,135.0,1570
Air India,Delhi,Cochin,DEL ? BLR ? COK,08:15 10 Apr,No info,5683,9,4,1,0,0,1230.0,705
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 10 May,In-flight meal not included,9663,9,5,3,0,0,505.0,1655
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,In-flight meal not included,4544,24,4,2,0,0,1190.0,180
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:20,In-flight meal not included,4050,27,5,0,0,0,175.0,85
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,09:05 10 May,No info,9187,9,5,3,0,0,1220.0,765
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,20:20 02 Apr,No info,8452,1,4,0,0,0,1220.0,1440
Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,01:20 19 May,No info,11668,18,5,5,0,0,565.0,955
Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,19:15 10 Jun,No info,13381,9,6,6,0,0,865.0,1730
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,8073,18,5,5,0,0,420.0,840
Air Asia,Kolkata,Banglore,CCU ? BLR,12:55,No info,5620,1,3,4,0,0,620.0,155
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 13 Jun,No info,12739,12,6,2,0,0,845.0,875
Air Asia,Kolkata,Banglore,CCU ? BLR,22:25,No info,5989,3,5,4,0,0,1195.0,150
Air India,Kolkata,Banglore,CCU ? BOM ? BLR,07:55 22 May,No info,8891,21,5,1,0,0,565.0,1350
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,In-flight meal not included,4544,27,4,5,0,0,1190.0,180
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 07 Jun,In-flight meal not included,10262,6,6,3,0,0,960.0,1620
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,20:20 22 May,No info,9345,21,5,1,0,0,1020.0,1640
Vistara,Banglore,New Delhi,BLR ? DEL,22:20,No info,21730,1,3,4,0,0,1180.0,160
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6838,15,6,5,0,0,555.0,705
Air India,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:25 13 Mar,No info,10943,12,3,1,0,0,1260.0,1345
IndiGo,Banglore,Delhi,BLR ? DEL,06:50,No info,3943,18,6,1,0,0,240.0,170
SpiceJet,Banglore,Delhi,BLR ? DEL,08:35,No check-in baggage included,3573,18,6,1,0,0,355.0,160
SpiceJet,Kolkata,Banglore,CCU ? BLR,11:25,No check-in baggage included,3841,15,5,2,0,0,540.0,145
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,18:10,No info,9646,21,5,1,0,0,585.0,505
Air India,Delhi,Cochin,DEL ? COK,21:10,No info,4729,18,3,0,0,0,1085.0,185
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,09:30 07 Mar,No info,17261,6,3,2,0,0,1370.0,640
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,10:05 02 May,No info,13941,1,5,2,0,0,845.0,1200
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 22 May,In-flight meal not included,10844,21,5,1,0,0,1270.0,890
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20 25 Mar,No info,14231,24,3,6,0,0,1135.0,1285
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,14714,12,6,2,0,0,780.0,360
SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,13:15,No info,6460,21,3,3,0,0,525.0,270
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35 02 May,No info,11467,1,5,2,0,0,1225.0,1630
IndiGo,Banglore,Delhi,BLR ? DEL,03:25,No info,3943,3,5,4,0,0,30.0,175
IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,20:05,No info,4775,15,4,0,0,0,915.0,290
SpiceJet,Kolkata,Banglore,CCU ? BLR,11:25,No check-in baggage included,3841,6,4,5,0,0,540.0,145
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,07:40 16 Mar,No info,12284,18,3,0,0,0,700.0,1200
IndiGo,Kolkata,Banglore,CCU ? BLR,19:50,No info,4804,9,6,6,0,0,1035.0,155
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,12:35 25 Jun,No info,12819,24,6,0,0,0,805.0,1390
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 04 Jun,No info,14714,3,6,0,0,0,1095.0,610
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,No info,8040,27,5,0,0,0,620.0,90
Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,01:30 16 May,No info,16840,15,5,2,0,0,905.0,625
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 07 May,No info,15554,6,5,0,0,0,1370.0,335
GoAir,Delhi,Cochin,DEL ? BOM ? COK,19:35,No info,5752,15,4,0,0,0,635.0,540
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,10:45 10 May,No info,8452,9,5,3,0,0,1020.0,1065
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,In-flight meal not included,11761,27,5,0,0,0,480.0,675
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,14848,27,6,3,0,0,780.0,375
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,In-flight meal not included,10368,3,6,0,0,0,330.0,810
Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:15 19 May,No info,9863,18,5,5,0,0,1000.0,1595
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,27,6,3,0,0,600.0,540
Vistara,Banglore,Delhi,BLR ? DEL,09:40,No info,4668,6,6,3,0,0,420.0,160
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,9103,15,5,2,0,0,685.0,455
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 13 Jun,In-flight meal not included,10262,12,6,2,0,0,1310.0,885
GoAir,Delhi,Cochin,DEL ? AMD ? COK,13:35,No info,4525,27,6,3,0,0,445.0,370
Air India,Banglore,Delhi,BLR ? DEL,12:45,No info,5228,27,4,5,0,0,600.0,165
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,05:05 07 Mar,No info,19225,6,3,2,0,0,1285.0,460
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,No info,8040,9,5,3,0,0,620.0,90
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 Mar,In-flight meal not included,7438,21,3,3,0,0,840.0,865
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,13135,6,3,2,0,0,240.0,690
IndiGo,Delhi,Cochin,DEL ? COK,17:40,No info,6015,9,5,3,0,0,865.0,195
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 19 May,No info,8283,18,5,5,0,0,1020.0,510
SpiceJet,Chennai,Kolkata,MAA ? CCU,10:35,No check-in baggage included,3543,9,6,6,0,0,500.0,135
IndiGo,Kolkata,Banglore,CCU ? BLR,12:55,No info,4148,27,3,2,0,0,610.0,165
GoAir,Banglore,New Delhi,BLR ? GOI ? DEL,20:15,No info,7657,15,3,4,0,0,945.0,270
IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,23:15,No info,5276,12,5,6,0,0,1175.0,220
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35,No info,14151,15,5,2,0,0,575.0,840
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,No info,8040,21,6,4,0,0,620.0,90
IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,21:20,No info,8378,9,3,5,0,0,715.0,565
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No check-in baggage included,3543,9,6,6,0,0,585.0,135
IndiGo,Banglore,Delhi,BLR ? DEL,21:50,No info,4823,12,6,2,0,0,1135.0,175
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 16 May,No info,14388,15,5,2,0,0,1135.0,800
SpiceJet,Chennai,Kolkata,MAA ? CCU,20:05,No check-in baggage included,3543,9,6,6,0,0,1065.0,140
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,In-flight meal not included,10844,12,5,6,0,0,845.0,400
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15,In-flight meal not included,10844,9,6,6,0,0,390.0,705
SpiceJet,Delhi,Cochin,DEL ? BLR ? COK,22:50,No info,4957,12,6,2,0,0,1075.0,295
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6442,15,5,2,0,0,455.0,515
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 16 May,No info,7480,15,5,2,0,0,1040.0,965
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 02 Apr,No info,5073,1,4,0,0,0,1225.0,305
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,22:35,No info,14781,9,5,3,0,0,990.0,365
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,9646,3,6,0,0,0,585.0,385
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20,In-flight meal not included,7851,1,4,0,0,0,390.0,590
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,07:05,No check-in baggage included,2175,24,3,6,0,0,345.0,80
Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,05:25 10 May,No info,14424,9,5,3,0,0,600.0,1165
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,No info,13014,12,6,2,0,0,580.0,560
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,5177,6,4,5,0,0,135.0,1005
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,15135,3,3,6,0,0,645.0,485
Air India,Banglore,Delhi,BLR ? DEL,23:55,No info,5228,21,6,4,0,0,1265.0,170
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,05:05 02 Mar,No info,22270,1,3,4,0,0,700.0,1045
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No check-in baggage included,3543,15,6,5,0,0,585.0,135
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:00 19 May,No info,15129,18,5,5,0,0,1385.0,1195
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6093,15,6,5,0,0,400.0,860
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,20:20,In-flight meal not included,11087,18,3,0,0,0,845.0,375
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7408,27,6,3,0,0,540.0,720
IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,02:15 25 May,No info,6534,24,5,4,0,0,1260.0,315
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 19 May,In-flight meal not included,13029,18,5,5,0,0,330.0,1375
Jet Airways,Banglore,Delhi,BLR ? DEL,10:10,No info,8016,18,6,1,0,0,430.0,180
Air India,Mumbai,Hyderabad,BOM ? MAA ? HYD,19:10,No info,8528,12,3,1,0,0,355.0,795
Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,19:15 07 Jun,No info,12760,6,6,3,0,0,1035.0,1560
Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,19:15 10 Jun,No info,12199,9,6,6,0,0,1035.0,1560
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 22 May,No info,14067,21,5,1,0,0,600.0,930
Jet Airways,Banglore,Delhi,BLR ? DEL,20:45,No info,8016,15,6,5,0,0,1065.0,180
Air India,Kolkata,Banglore,CCU ? BLR,16:45,No info,5510,3,5,4,0,0,855.0,150
Air India,Kolkata,Banglore,CCU ? MAA ? BLR,14:35 25 Mar,No info,6241,24,3,6,0,0,875.0,1440
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 04 Mar,No info,16142,3,3,6,0,0,750.0,1255
Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,12:35 28 Jun,In-flight meal not included,10919,27,6,3,0,0,875.0,1320
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 22 Apr,No info,4804,21,4,6,0,0,1285.0,160
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6979,15,5,2,0,0,685.0,575
Air India,Delhi,Cochin,DEL ? COK,17:10,No info,6094,18,4,3,0,0,850.0,180
Air India,Banglore,Delhi,BLR ? DEL,19:45,No info,5176,1,4,0,0,0,1020.0,165
