Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Route_stops,Dep_Time_minutes,Arrival_Time_minutes,Duration_minutes
Jet Airways,Delhi,Cochin,2 stops,No info,15129,18,5,5,0,0,3.0,330.0,265,1375
Jet Airways,Delhi,Cochin,2 stops,No info,18804,15,6,5,0,0,3.0,700.0,1140,440
Air Asia,Delhi,Cochin,1 stop,No info,7452,21,4,6,0,0,2.0,475.0,1345,870
SpiceJet,Banglore,Delhi,non-stop,No info,3971,24,4,2,0,0,1.0,570.0,740,170
IndiGo,Banglore,Delhi,non-stop,No info,3943,12,6,2,0,0,1.0,610.0,780,170
IndiGo,Banglore,New Delhi,1 stop,No info,9165,15,3,4,0,0,2.0,865.0,1165,300
Jet Airways,Delhi,Cochin,2 stops,No info,13014,24,6,0,0,0,3.0,330.0,1140,810
SpiceJet,Banglore,Delhi,non-stop,No info,3625,21,6,4,0,0,1.0,570.0,740,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,960.0,755,1235
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,21,5,1,0,0,2.0,1135.0,495,800
Multiple carriers,Delhi,Cochin,1 stop,No info,15058,12,6,2,0,0,2.0,480.0,1155,675
Air India,Delhi,Cochin,1 stop,No info,14882,6,3,2,0,0,2.0,540.0,460,1360
IndiGo,Banglore,Delhi,non-stop,No info,4591,18,4,3,0,0,1.0,610.0,780,170
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,9,5,3,0,0,1.0,415.0,570,155
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,15,5,2,0,0,2.0,505.0,1095,590
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,9,4,1,0,0,1.0,1340.0,40,140
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,3,6,0,0,0,2.0,900.0,90,630
Jet Airways,Delhi,Cochin,2 stops,No info,13014,12,6,2,0,0,3.0,1170.0,265,535
Multiple carriers,Delhi,Cochin,1 stop,No info,14848,21,5,1,0,0,2.0,780.0,1155,375
Air India,Kolkata,Banglore,non-stop,No info,4145,9,5,3,0,0,1.0,1245.0,1400,155
IndiGo,Chennai,Kolkata,non-stop,No info,3850,12,6,2,0,0,1.0,475.0,615,140
Air India,Kolkata,Banglore,1 stop,No info,10413,24,5,4,0,0,2.0,420.0,1225,805
IndiGo,Delhi,Cochin,1 stop,No info,6104,3,6,0,0,0,2.0,900.0,90,630
IndiGo,Banglore,Delhi,non-stop,No info,3943,1,6,5,0,0,1.0,630.0,800,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,12,6,2,0,0,2.0,1270.0,495,665
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,1370.0,755,825
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,18,5,5,0,0,2.0,1225.0,1325,1540
Air Asia,Kolkata,Banglore,2 stops,No info,5192,9,5,3,0,0,3.0,910.0,1410,500
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,21,5,1,0,0,2.0,845.0,280,875
GoAir,Banglore,Delhi,non-stop,No info,4632,24,4,2,0,0,1.0,465.0,640,175
IndiGo,Delhi,Cochin,1 stop,No info,5073,6,4,5,0,0,2.0,1225.0,90,305
Multiple carriers,Delhi,Cochin,1 stop,No info,9526,15,6,5,0,0,2.0,620.0,1155,535
IndiGo,Banglore,Delhi,non-stop,No info,4423,15,4,0,0,0,1.0,240.0,410,170
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,12,5,6,0,0,1.0,1205.0,1300,95
Vistara,Banglore,New Delhi,non-stop,No info,5403,21,3,3,0,0,1.0,690.0,850,160
IndiGo,Chennai,Kolkata,non-stop,No info,3858,27,3,2,0,0,1.0,1175.0,1315,140
Jet Airways,Delhi,Cochin,2 stops,No info,18752,9,3,5,0,0,3.0,825.0,1130,1745
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,21,5,1,0,0,2.0,390.0,720,330
Jet Airways,Delhi,Cochin,2 stops,No info,12819,24,6,0,0,0,3.0,1150.0,755,1045
Multiple carriers,Delhi,Cochin,1 stop,No info,6883,27,3,2,0,0,2.0,540.0,1260,720
Multiple carriers,Delhi,Cochin,1 stop,No info,7198,27,5,0,0,0,2.0,1140.0,90,390
Air India,Banglore,New Delhi,non-stop,No info,7801,9,3,5,0,0,1.0,600.0,765,165
IndiGo,Banglore,Delhi,non-stop,No info,4823,21,4,6,0,0,1.0,1105.0,1280,175
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,24,5,4,0,0,2.0,390.0,560,1610
Jet Airways,Kolkata,Banglore,1 stop,No info,12121,12,5,6,0,0,2.0,1225.0,1265,1480
Vistara,Kolkata,Banglore,1 stop,No info,8085,12,5,6,0,0,2.0,1220.0,1405,1625
IndiGo,Banglore,New Delhi,1 stop,No info,8662,3,3,6,0,0,2.0,820.0,1115,295
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6017,21,3,3,0,0,2.0,1320.0,1130,1250
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3859,3,5,4,0,0,1.0,585.0,720,135
Multiple carriers,Delhi,Cochin,1 stop,No info,7564,18,5,5,0,0,2.0,295.0,1155,860
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,21,6,4,0,0,1.0,355.0,515,160
Jet Airways,Delhi,Cochin,2 stops,No info,15129,18,5,5,0,0,3.0,330.0,265,1375
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,420.0,795,375
Jet Airways,Delhi,Cochin,non-stop,In-flight meal not included,5443,15,4,0,0,0,1.0,660.0,855,195
IndiGo,Banglore,New Delhi,non-stop,No info,6860,9,3,5,0,0,1.0,605.0,780,175
Jet Airways,Kolkata,Banglore,1 stop,No info,13364,1,4,0,0,0,2.0,845.0,1245,400
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12239,27,5,0,0,0,2.0,480.0,1140,660
IndiGo,Kolkata,Banglore,1 stop,No info,4966,9,4,1,0,0,2.0,690.0,965,275
IndiGo,Banglore,New Delhi,non-stop,No info,6144,3,3,6,0,0,1.0,360.0,525,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,9,5,3,0,0,2.0,900.0,1140,1680
Air India,Banglore,New Delhi,2 stops,No info,10835,18,3,0,0,0,3.0,530.0,990,1900
Air India,Delhi,Cochin,1 stop,No info,7952,6,6,3,0,0,2.0,365.0,565,1640
IndiGo,Banglore,Delhi,non-stop,No info,3419,9,4,1,0,0,1.0,90.0,255,165
Multiple carriers,Delhi,Cochin,1 stop,No info,10197,27,5,0,0,0,2.0,230.0,755,525
IndiGo,Delhi,Cochin,1 stop,No info,5883,3,6,0,0,0,2.0,635.0,90,895
Air India,Chennai,Kolkata,non-stop,No info,4667,18,5,5,0,0,1.0,700.0,835,135
IndiGo,Delhi,Cochin,2 stops,No info,6223,21,3,3,0,0,3.0,295.0,1280,985
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7757,6,5,0,0,0,2.0,1270.0,495,665
IndiGo,Banglore,New Delhi,1 stop,No info,11873,3,3,6,0,0,2.0,865.0,1165,300
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,3,0,0,2.0,1270.0,495,665
IndiGo,Delhi,Cochin,1 stop,No info,7189,15,5,2,0,0,2.0,1310.0,215,345
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,1310.0,755,885
Air Asia,Kolkata,Banglore,non-stop,No info,5989,1,5,2,0,0,1.0,1195.0,1345,150
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,24,6,0,0,0,1.0,1280.0,1370,90
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,6,6,3,0,0,1.0,620.0,710,90
Jet Airways,Kolkata,Banglore,1 stop,No info,14231,24,3,6,0,0,2.0,835.0,1090,1695
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,1135.0,1095,1400
GoAir,Delhi,Cochin,1 stop,No info,5628,3,3,6,0,0,2.0,345.0,800,455
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,9,6,6,0,0,2.0,1135.0,980,1285
Multiple carriers,Delhi,Cochin,1 stop,No info,8937,15,6,5,0,0,2.0,510.0,1155,645
IndiGo,Kolkata,Banglore,non-stop,No info,5618,6,3,2,0,0,1.0,860.0,1015,155
Air India,Delhi,Cochin,1 stop,No info,6674,9,4,1,0,0,2.0,420.0,1155,735
GoAir,Banglore,Delhi,non-stop,No info,3898,24,4,2,0,0,1.0,700.0,870,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,24,5,4,0,0,2.0,1135.0,1245,1550
Air India,Delhi,Cochin,2 stops,No info,13381,3,6,0,0,0,3.0,1215.0,1155,1380
Air India,Delhi,Cochin,2 stops,No info,11972,21,5,1,0,0,3.0,1035.0,1155,1560
Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,3,6,0,0,2.0,1050.0,265,655
IndiGo,Delhi,Cochin,1 stop,No info,7398,9,4,1,0,0,2.0,1310.0,215,345
Air India,Banglore,New Delhi,2 stops,Change airports,17461,1,3,4,0,0,3.0,630.0,1065,435
Jet Airways,Kolkata,Banglore,1 stop,No info,13731,24,5,4,0,0,2.0,1200.0,495,735
Jet Airways,Banglore,New Delhi,1 stop,No info,13555,18,3,0,0,0,2.0,1015.0,495,920
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,4,5,0,0,1.0,1035.0,1190,155
Jet Airways,Delhi,Cochin,1 stop,No info,16289,21,5,1,0,0,2.0,425.0,1140,715
IndiGo,Delhi,Cochin,1 stop,No info,7520,18,5,5,0,0,2.0,305.0,730,425
IndiGo,Delhi,Cochin,1 stop,No info,7503,18,5,5,0,0,2.0,635.0,90,895
Multiple carriers,Delhi,Cochin,1 stop,No info,8601,27,3,2,0,0,2.0,505.0,1155,650
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,505.0,720,1655
Air Asia,Kolkata,Banglore,1 stop,No info,5192,6,5,0,0,0,2.0,455.0,1165,710
SpiceJet,Kolkata,Banglore,1 stop,No info,9158,9,6,6,0,0,2.0,955.0,1285,330
Multiple carriers,Delhi,Cochin,1 stop,No info,24318,6,3,2,0,0,2.0,1020.0,95,515
Multiple carriers,Delhi,Cochin,1 stop,No info,7038,21,5,1,0,0,2.0,430.0,1090,660
IndiGo,Banglore,New Delhi,non-stop,No info,7303,24,3,6,0,0,1.0,1340.0,70,170
IndiGo,Banglore,New Delhi,1 stop,No info,8021,15,3,4,0,0,2.0,325.0,610,285
Multiple carriers,Delhi,Cochin,1 stop,No info,14323,15,5,2,0,0,2.0,600.0,1155,555
Air India,Kolkata,Banglore,1 stop,No info,10203,6,6,3,0,0,2.0,420.0,1225,805
Multiple carriers,Delhi,Cochin,1 stop,No info,7408,15,6,5,0,0,2.0,1140.0,90,390
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,27,3,2,0,0,1.0,1280.0,1365,85
Multiple carriers,Delhi,Cochin,1 stop,No info,16108,15,6,5,0,0,2.0,690.0,1155,465
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,15,6,5,0,0,2.0,1095.0,755,1100
Jet Airways,Delhi,Cochin,1 stop,No info,14714,9,6,6,0,0,2.0,540.0,1140,600
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,3,6,0,0,0,2.0,1370.0,1140,1210
IndiGo,Delhi,Cochin,1 stop,No info,7640,18,5,5,0,0,2.0,860.0,1350,490
Vistara,Kolkata,Banglore,1 stop,No info,8610,12,6,2,0,0,2.0,430.0,1130,700
Jet Airways,Delhi,Cochin,1 stop,No info,12767,21,3,3,0,0,2.0,480.0,1130,650
IndiGo,Delhi,Cochin,1 stop,No info,6093,12,6,2,0,0,2.0,530.0,1260,730
IndiGo,Delhi,Cochin,1 stop,No info,6442,27,4,5,0,0,2.0,410.0,970,560
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,9,5,3,0,0,1.0,360.0,525,165
Multiple carriers,Delhi,Cochin,1 stop,No info,7408,6,6,3,0,0,2.0,780.0,1260,480
Multiple carriers,Delhi,Cochin,1 stop,No info,10696,3,6,0,0,0,2.0,425.0,970,545
SpiceJet,Kolkata,Banglore,non-stop,No info,6982,12,3,1,0,0,1.0,540.0,690,150
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,9,6,6,0,0,1.0,1145.0,1235,90
Air India,Banglore,New Delhi,1 stop,No info,23677,1,3,4,0,0,2.0,405.0,735,330
Air India,Kolkata,Banglore,2 stops,No info,13227,1,5,2,0,0,3.0,590.0,535,1385
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,27,3,2,0,0,1.0,720.0,805,85
IndiGo,Delhi,Cochin,1 stop,No info,6758,18,5,5,0,0,2.0,295.0,1260,965
Air India,Delhi,Cochin,non-stop,No info,6934,18,5,5,0,0,1.0,850.0,1030,180
Jet Airways,Delhi,Cochin,2 stops,No info,18799,3,3,6,0,0,3.0,325.0,1130,805
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,6,5,0,0,0,1.0,1175.0,1265,90
Jet Airways,Banglore,New Delhi,1 stop,No info,27992,1,3,4,0,0,2.0,420.0,1220,800
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,1,4,0,0,0,1.0,1190.0,1370,180
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7757,6,5,0,0,0,2.0,1135.0,980,1285
IndiGo,Delhi,Cochin,1 stop,No info,6373,27,5,0,0,0,2.0,1025.0,1335,310
Jet Airways,Delhi,Cochin,2 stops,No info,13376,15,6,5,0,0,3.0,875.0,755,1320
IndiGo,Kolkata,Banglore,non-stop,No info,5644,3,6,0,0,0,1.0,865.0,1015,150
Jet Airways,Kolkata,Banglore,1 stop,No info,13067,6,5,0,0,0,2.0,1225.0,1265,1480
Multiple carriers,Delhi,Cochin,1 stop,No info,6513,15,5,2,0,0,2.0,430.0,970,540
IndiGo,Mumbai,Hyderabad,non-stop,No info,4392,9,5,3,0,0,1.0,720.0,810,90
IndiGo,Kolkata,Banglore,non-stop,No info,4778,6,3,2,0,0,1.0,330.0,500,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,1200.0,1245,1485
Air India,Kolkata,Banglore,2 stops,No info,12723,24,5,4,0,0,3.0,350.0,750,1840
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11134,24,3,6,0,0,2.0,1270.0,555,725
Jet Airways,Banglore,Delhi,non-stop,No info,7229,9,5,3,0,0,1.0,1135.0,1320,185
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,6,3,0,0,2.0,690.0,265,1015
IndiGo,Kolkata,Banglore,non-stop,No info,4778,24,3,6,0,0,1.0,330.0,500,170
IndiGo,Banglore,New Delhi,non-stop,No info,8033,15,3,4,0,0,1.0,1410.0,140,170
Air India,Delhi,Cochin,1 stop,No info,8425,27,5,0,0,0,2.0,315.0,410,1535
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,3,6,0,0,0,3.0,875.0,755,1320
Multiple carriers,Delhi,Cochin,1 stop,No info,15411,6,3,2,0,0,2.0,535.0,1130,595
Air India,Delhi,Cochin,2 stops,No info,10975,12,6,2,0,0,3.0,785.0,565,1220
Air India,Kolkata,Banglore,1 stop,No info,6535,24,3,6,0,0,2.0,1005.0,1265,1700
Jet Airways,Kolkata,Banglore,1 stop,No info,8355,9,5,3,0,0,2.0,620.0,1055,435
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,18,6,1,0,0,1.0,1065.0,1205,140
Vistara,Kolkata,Banglore,1 stop,No info,12102,24,3,6,0,0,2.0,1220.0,1125,1345
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9314,1,5,2,0,0,2.0,1020.0,585,1005
IndiGo,Delhi,Cochin,1 stop,No info,7503,18,5,5,0,0,2.0,1115.0,90,415
SpiceJet,Delhi,Cochin,1 stop,No info,9748,3,3,6,0,0,2.0,370.0,680,310
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,6,3,0,0,1.0,1035.0,1190,155
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,9,5,3,0,0,2.0,390.0,980,590
Jet Airways,Delhi,Cochin,2 stops,No info,13882,24,6,0,0,0,3.0,565.0,755,1630
Jet Airways,Banglore,Delhi,non-stop,No info,7229,21,5,1,0,0,1.0,950.0,1125,175
Air India,Mumbai,Hyderabad,non-stop,No info,2575,24,3,6,0,0,1.0,380.0,460,80
IndiGo,Banglore,Delhi,non-stop,No info,3943,21,5,1,0,0,1.0,1275.0,15,180
SpiceJet,Delhi,Cochin,1 stop,No check-in baggage included,4760,24,4,2,0,0,2.0,525.0,795,270
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8824,24,3,6,0,0,2.0,390.0,1355,965
Air India,Delhi,Cochin,1 stop,No info,6902,21,3,3,0,0,2.0,540.0,1155,615
Air Asia,Delhi,Cochin,1 stop,No info,6151,21,3,3,0,0,2.0,1005.0,430,865
Air India,Kolkata,Banglore,2 stops,No info,12324,21,5,1,0,0,3.0,1010.0,335,765
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,9,3,5,0,0,2.0,345.0,625,280
Air Asia,Kolkata,Banglore,non-stop,No info,5964,3,3,6,0,0,1.0,1175.0,1325,150
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,1,5,2,0,0,2.0,1225.0,1325,1540
Jet Airways,Kolkata,Banglore,1 stop,No info,11467,15,5,2,0,0,2.0,575.0,865,1730
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,21,5,1,0,0,1.0,1340.0,40,140
Multiple carriers,Delhi,Cochin,1 stop,No info,13542,21,3,3,0,0,2.0,900.0,95,635
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,21,5,1,0,0,2.0,1200.0,495,735
IndiGo,Banglore,New Delhi,non-stop,No info,6144,3,3,6,0,0,1.0,90.0,255,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,840.0,1140,300
Air Asia,Banglore,Delhi,non-stop,No info,3383,6,4,5,0,0,1.0,670.0,835,165
Air India,Kolkata,Banglore,1 stop,No info,10413,9,6,6,0,0,2.0,1050.0,1225,1615
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,13994,9,6,6,0,0,2.0,575.0,1150,575
Air India,Kolkata,Banglore,2 stops,No info,13143,21,5,1,0,0,3.0,350.0,1395,1045
Multiple carriers,Delhi,Cochin,1 stop,No info,13069,21,3,3,0,0,2.0,505.0,1130,625
Jet Airways,Delhi,Cochin,2 stops,No info,15129,27,5,0,0,0,3.0,1150.0,755,1045
GoAir,Banglore,Delhi,non-stop,No info,3898,9,6,6,0,0,1.0,1255.0,1420,165
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,9,5,3,0,0,2.0,505.0,980,475
Air India,Banglore,New Delhi,1 stop,No info,6383,21,3,3,0,0,2.0,630.0,680,1490
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,10406,1,6,5,0,0,2.0,425.0,1260,835
IndiGo,Delhi,Cochin,1 stop,No info,5883,6,6,3,0,0,2.0,900.0,90,630
IndiGo,Delhi,Cochin,1 stop,No info,6838,27,3,2,0,0,2.0,645.0,1260,615
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,21,5,1,0,0,2.0,390.0,1190,800
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,9,6,6,0,0,2.0,1185.0,265,520
Multiple carriers,Delhi,Cochin,1 stop,No info,9646,15,5,2,0,0,2.0,785.0,1350,565
Vistara,Delhi,Cochin,non-stop,No info,6216,6,6,3,0,0,1.0,360.0,550,190
Jet Airways,Delhi,Cochin,non-stop,No info,9564,12,5,6,0,0,1.0,660.0,855,195
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,1,5,2,0,0,2.0,1270.0,280,450
Jet Airways,Banglore,Delhi,non-stop,No info,7229,6,5,0,0,0,1.0,430.0,610,180
IndiGo,Kolkata,Banglore,non-stop,No info,4148,9,3,5,0,0,1.0,1330.0,55,165
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,7268,27,6,3,0,0,2.0,700.0,1155,455
Air India,Kolkata,Banglore,non-stop,No info,6245,1,6,5,0,0,1.0,855.0,1005,150
Jet Airways,Delhi,Cochin,2 stops,No info,13376,1,6,5,0,0,3.0,405.0,265,1300
Air Asia,Banglore,Delhi,non-stop,No info,4483,18,4,3,0,0,1.0,1435.0,165,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,11627,3,6,0,0,0,2.0,135.0,265,1570
Vistara,Kolkata,Banglore,1 stop,No info,13310,24,3,6,0,0,2.0,1020.0,550,970
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7754,21,6,4,0,0,1.0,1135.0,1320,185
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,1,4,0,0,0,1.0,1145.0,1235,90
Air India,Delhi,Cochin,2 stops,No info,10231,12,6,2,0,0,3.0,1320.0,1155,1275
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,3,6,0,0,0,3.0,580.0,755,1615
Air India,Delhi,Cochin,2 stops,No info,11447,6,6,3,0,0,3.0,425.0,565,1580
Jet Airways,Delhi,Cochin,2 stops,No info,18799,3,3,6,0,0,3.0,325.0,265,1380
IndiGo,Kolkata,Banglore,non-stop,No info,4462,9,3,5,0,0,1.0,910.0,1065,155
Jet Airways,Kolkata,Banglore,1 stop,No info,13067,12,5,6,0,0,2.0,1225.0,1150,1365
Jet Airways,Kolkata,Banglore,1 stop,No info,12681,1,4,0,0,0,2.0,1135.0,1190,1495
Vistara,Chennai,Kolkata,non-stop,No info,3687,3,6,0,0,0,1.0,425.0,560,135
IndiGo,Delhi,Cochin,1 stop,No info,6628,27,3,2,0,0,2.0,1050.0,95,485
Air India,Delhi,Cochin,1 stop,No info,13832,9,3,5,0,0,2.0,1300.0,460,600
IndiGo,Banglore,New Delhi,non-stop,No info,6860,3,3,6,0,0,1.0,510.0,690,180
Air India,Kolkata,Banglore,2 stops,No info,10676,12,5,6,0,0,3.0,720.0,670,1390
Jet Airways,Delhi,Cochin,1 stop,No info,14714,3,6,0,0,0,2.0,1370.0,265,335
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,12,6,2,0,0,2.0,1185.0,1140,1395
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,21,5,1,0,0,1.0,1145.0,1235,90
Air Asia,Kolkata,Banglore,1 stop,No info,6785,24,3,6,0,0,2.0,455.0,1375,920
Multiple carriers,Delhi,Cochin,1 stop,No info,14067,21,5,1,0,0,2.0,960.0,90,570
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,15318,21,5,1,0,0,3.0,1200.0,265,505
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,14053,9,3,5,0,0,2.0,1095.0,265,610
Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,27,6,3,0,0,1.0,425.0,510,85
Air India,Kolkata,Banglore,2 stops,No info,12723,6,6,3,0,0,3.0,350.0,535,1625
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,840.0,755,1355
Air Asia,Delhi,Cochin,1 stop,No info,6151,27,3,2,0,0,2.0,1005.0,430,865
SpiceJet,Delhi,Cochin,1 stop,No info,5409,3,6,0,0,0,2.0,1075.0,1370,295
Vistara,Kolkata,Banglore,1 stop,No info,9345,21,5,1,0,0,2.0,1220.0,1220,1440
Air India,Delhi,Cochin,2 stops,No info,12646,15,6,5,0,0,3.0,775.0,1155,1820
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11150,27,6,3,0,0,3.0,805.0,755,1390
IndiGo,Mumbai,Hyderabad,non-stop,No info,4784,6,3,2,0,0,1.0,1015.0,1105,90
Jet Airways,Delhi,Cochin,1 stop,No info,12242,27,3,2,0,0,2.0,1310.0,265,395
Air Asia,Kolkata,Banglore,1 stop,No info,11323,9,6,6,0,0,2.0,1360.0,640,720
Air Asia,Kolkata,Banglore,non-stop,No info,4409,18,4,3,0,0,1.0,1195.0,1345,150
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,535.0,1280,745
Air India,Mumbai,Hyderabad,non-stop,No info,3100,27,5,0,0,0,1.0,1170.0,1245,75
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,13029,18,5,5,0,0,3.0,330.0,1140,810
IndiGo,Kolkata,Banglore,non-stop,No info,4804,12,6,2,0,0,1.0,865.0,1015,150
Vistara,Kolkata,Banglore,1 stop,No info,9555,24,5,4,0,0,2.0,430.0,1220,790
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,900.0,755,1295
Air Asia,Kolkata,Banglore,non-stop,No info,5964,24,3,6,0,0,1.0,1175.0,1325,150
IndiGo,Delhi,Cochin,1 stop,No info,6386,12,6,2,0,0,2.0,120.0,465,345
Air India,Delhi,Cochin,1 stop,No info,6377,9,4,1,0,0,2.0,480.0,1155,675
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3807,18,3,0,0,0,1.0,500.0,635,135
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,3,6,0,0,0,2.0,960.0,90,570
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,12,4,4,0,0,1.0,540.0,685,145
Air India,Kolkata,Banglore,1 stop,No info,6528,6,6,3,0,0,2.0,875.0,875,1440
Air India,Mumbai,Hyderabad,non-stop,No info,3100,24,5,4,0,0,1.0,380.0,460,80
Vistara,Chennai,Kolkata,non-stop,No info,3687,24,6,0,0,0,1.0,465.0,600,135
Jet Airways,Banglore,New Delhi,1 stop,No info,14815,6,3,2,0,0,2.0,480.0,305,1265
IndiGo,Banglore,Delhi,non-stop,No info,3943,12,6,2,0,0,1.0,240.0,410,170
Jet Airways,Delhi,Cochin,1 stop,No info,14714,12,6,2,0,0,2.0,1255.0,265,450
SpiceJet,Kolkata,Banglore,1 stop,No info,4859,24,4,2,0,0,2.0,905.0,1220,315
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,845.0,1355,510
IndiGo,Banglore,New Delhi,1 stop,No info,4410,18,3,0,0,0,2.0,730.0,1025,295
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,21,5,1,0,0,1.0,155.0,245,90
Jet Airways,Banglore,Delhi,non-stop,No info,7229,6,4,5,0,0,1.0,1190.0,1370,180
IndiGo,Banglore,New Delhi,non-stop,No info,5694,9,3,5,0,0,1.0,1410.0,140,170
Multiple carriers,Delhi,Cochin,1 stop,No info,9424,9,5,3,0,0,2.0,1020.0,90,510
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,15,6,5,0,0,2.0,1185.0,1140,1395
Air India,Delhi,Cochin,2 stops,No info,12199,9,6,6,0,0,3.0,1035.0,460,865
Vistara,Banglore,Delhi,non-stop,No info,4668,6,5,0,0,0,1.0,690.0,860,170
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,21,3,3,0,0,2.0,345.0,45,1140
SpiceJet,Banglore,New Delhi,non-stop,No info,4945,21,3,3,0,0,1.0,575.0,750,175
